	mass A			
t	x	y	vx	
0.000	-0.698	1.072	
0.033	-0.698	1.072	-1.401E-3
0.067	-0.698	1.072	-1.678E-3
0.100	-0.699	1.072	-3.916E-2
0.133	-0.701	1.072	7.158E-2
0.167	-0.694	1.070	5.444E-2
0.200	-0.697	1.060	-5.695E-2
0.233	-0.698	1.039	-1.388E-2
0.267	-0.698	1.007	1.530E-2
0.300	-0.697	0.912	0.125
0.333	-0.690	0.854	0.123
0.367	-0.688	0.799	4.460E-2
0.400	-0.687	0.738	6.517E-2
0.433	-0.684	0.657	0.139
0.467	-0.678	0.565	8.995E-2
0.500	-0.678	0.489	2.008E-2
0.533	-0.676	0.426	-1.401E-2
0.567	-0.679	0.317	4.656E-2
0.600	-0.673	0.220	8.330E-2
0.633	-0.673	0.129	4.165E-2
0.667	-0.671	7.682E-2	0.180
0.700	-0.661	0.143	
