	mass A			
t	x	y	vx	
0.000	-0.695	1.071	
0.033	-0.695	1.071	-1.280E-3
0.067	-0.695	1.071	1.582E-3
0.100	-0.695	1.071	-4.011E-2
0.133	-0.697	1.072	-4.744E-3
0.167	-0.695	1.066	1.363E-2
0.200	-0.697	1.051	-2.703E-2
0.233	-0.697	1.027	2.777E-2
0.267	-0.695	0.998	3.192E-2
0.300	-0.695	0.956	-2.777E-2
0.333	-0.697	0.841	5.554E-2
0.367	-0.691	0.778	9.318E-2
0.400	-0.690	0.711	1.455E-2
0.433	-0.690	0.655	2.366E-2
0.467	-0.689	0.579	2.072E-2
0.500	-0.689	0.476	-7.581E-3
0.533	-0.689	0.378	2.938E-3
0.567	-0.688	0.310	9.131E-5
0.600	-0.689	0.245	-0.108
0.633	-0.696	0.118	-0.109
0.667	-0.697	5.461E-2	
