	mass A			
t	x	y	vx	
0.000	-0.697	1.075	
0.033	-0.698	1.070	2.778E-2
0.067	-0.695	1.062	5.788E-3
0.100	-0.697	1.038	1.389E-2
0.133	-0.694	1.002	0.140
0.167	-0.688	0.953	0.194
0.200	-0.682	0.892	0.171
0.233	-0.677	0.839	0.167
0.267	-0.670	0.782	0.233
0.300	-0.661	0.704	0.279
0.333	-0.652	0.624	0.268
0.367	-0.643	0.540	0.206
0.400	-0.638	0.479	0.173
0.433	-0.632	0.394	0.247
0.467	-0.622	0.282	0.113
0.500	-0.624	0.190	0.156
0.533	-0.611	6.574E-2	0.250
0.567	-0.607	0.118	8.333E-2
0.600	-0.606	0.160	
