	mass A			
t	x	y	vx	
0.000	-0.699	1.076	
0.033	-0.699	1.076	-1.922E-5
0.067	-0.699	1.076	2.656E-3
0.100	-0.699	1.077	4.244E-2
0.133	-0.696	1.077	-1.455E-3
0.167	-0.699	1.069	-4.634E-2
0.200	-0.699	1.052	1.556E-2
0.233	-0.698	1.024	3.922E-3
0.267	-0.699	0.983	-8.346E-2
0.300	-0.703	0.927	-0.124
0.333	-0.707	0.892	-0.168
0.367	-0.715	0.852	-0.214
0.400	-0.722	0.804	-0.200
0.433	-0.728	0.750	-0.203
0.467	-0.735	0.687	-0.186
0.500	-0.740	0.624	-0.123
0.533	-0.743	0.570	-4.892E-2
0.567	-0.744	0.495	-0.176
0.600	-0.755	0.412	-0.160
0.633	-0.754	0.296	1.960E-2
0.667	-0.754	0.201	1.307E-2
0.700	-0.754	0.130	-0.253
0.733	-0.771	6.119E-2	-0.327
0.767	-0.775	3.954E-2	1.614E-2
0.800	-0.769	4.698E-2	0.118
0.833	-0.767	5.258E-2	
