	mass A			
t	x	y	vx	
0.000	-0.698	1.076	
0.033	-0.698	1.076	-8.855E-4
0.067	-0.698	1.076	-1.603E-3
0.100	-0.699	1.076	-1.655E-3
0.133	-0.699	1.076	-1.598E-3
0.167	-0.699	1.076	-1.412E-3
0.200	-0.699	1.076	-3.822E-2
0.233	-0.701	1.076	-2.676E-2
0.267	-0.700	1.071	2.649E-2
0.300	-0.699	1.060	3.071E-2
0.333	-0.698	1.034	-1.554E-2
0.367	-0.700	0.993	-3.109E-2
0.400	-0.700	0.928	-4.663E-2
0.433	-0.704	0.890	-0.132
0.467	-0.709	0.839	-0.146
0.500	-0.713	0.781	-9.974E-2
0.533	-0.716	0.732	-2.525E-2
0.567	-0.715	0.646	-8.062E-3
0.600	-0.716	0.566	-9.442E-2
0.633	-0.721	0.483	-8.593E-2
0.667	-0.722	0.398	-2.999E-2
0.700	-0.723	0.297	-8.150E-2
0.733	-0.728	0.191	-0.140
0.767	-0.733	0.113	-0.106
0.800	-0.735	3.834E-2	-0.591
0.833	-0.772	5.492E-2	
