	mass A			
t	x	y	vx	
0.000	-0.698	1.080	
0.033	-0.698	1.080	-2.611E-3
0.067	-0.698	1.080	-5.173E-4
0.100	-0.698	1.080	2.769E-4
0.133	-0.698	1.080	8.432E-4
0.167	-0.698	1.080	-7.624E-4
0.200	-0.698	1.080	-1.418E-2
0.233	-0.699	1.077	3.096E-3
0.267	-0.698	1.065	1.690E-2
0.300	-0.698	1.043	-1.558E-2
0.333	-0.699	1.016	6.100E-2
0.367	-0.694	0.962	0.121
0.400	-0.691	0.893	5.798E-2
0.433	-0.690	0.837	1.587E-2
0.467	-0.690	0.775	3.944E-4
0.500	-0.690	0.708	-6.284E-3
0.533	-0.690	0.634	6.848E-4
0.567	-0.690	0.553	2.483E-3
0.600	-0.690	0.471	-1.232E-2
0.633	-0.691	0.298	-2.359E-2
0.667	-0.692	0.198	4.674E-2
0.700	-0.688	9.763E-2	0.314
0.733	-0.671	4.267E-2	0.232
0.767	-0.672	4.267E-2	-0.158
0.800	-0.681	0.156	-0.123
0.833	-0.680	0.205	
