	mass A			
t	x	y	vx	
0.000	-0.697	1.075	
0.033	-0.697	1.075	1.827E-3
0.067	-0.697	1.075	2.607E-3
0.100	-0.697	1.075	-3.892E-4
0.133	-0.697	1.075	-1.082E-3
0.167	-0.697	1.075	-2.819E-2
0.200	-0.699	1.076	-1.632E-2
0.233	-0.698	1.070	-2.609E-3
0.267	-0.699	1.055	-1.749E-2
0.300	-0.699	1.030	1.382E-2
0.333	-0.698	0.996	9.516E-2
0.367	-0.693	0.944	0.157
0.400	-0.687	0.896	0.105
0.433	-0.686	0.851	0.107
0.467	-0.680	0.721	9.697E-2
0.500	-0.679	0.648	0.125
0.533	-0.672	0.570	0.109
0.567	-0.672	0.488	4.627E-2
0.600	-0.669	0.432	0.187
0.633	-0.660	0.311	0.109
0.667	-0.662	0.217	0.439
0.700	-0.630	0.142	0.109
0.733	-0.654	4.142E-2	-0.314
0.767	-0.651	8.905E-2	1.553E-2
0.800	-0.653	0.152	-4.660E-2
0.833	-0.654	0.200	
