	mass A			
t	x	y	vx	
0.000	-0.697	1.073	
0.033	-0.697	1.073	1.649E-3
0.067	-0.697	1.073	2.834E-3
0.100	-0.697	1.073	-3.955E-4
0.133	-0.697	1.073	1.501E-3
0.167	-0.697	1.073	2.231E-3
0.200	-0.697	1.073	4.020E-4
0.233	-0.697	1.073	4.596E-2
0.267	-0.694	1.074	-9.979E-3
0.300	-0.697	1.066	-4.945E-2
0.333	-0.697	1.053	2.150E-3
0.367	-0.697	1.026	3.107E-2
0.400	-0.695	0.984	1.569E-2
0.433	-0.696	0.925	2.638E-3
0.467	-0.695	0.880	2.449E-2
0.500	-0.694	0.827	4.396E-2
0.533	-0.692	0.679	4.158E-2
0.567	-0.692	0.520	-4.823E-2
0.600	-0.695	0.363	-1.553E-2
0.633	-0.693	0.249	1.631E-3
0.667	-0.695	0.164	-3.107E-2
0.700	-0.695	6.731E-2	0.000
0.733	-0.695	0.106	1.553E-2
0.767	-0.694	0.166	0.109
0.800	-0.688	0.212	4.731E-2
0.833	-0.691	0.243	
