	mass A			
t	x	y	vx	
0.000	-0.696	1.072	
0.033	-0.696	1.072	-8.811E-4
0.067	-0.696	1.072	3.921E-5
0.100	-0.696	1.072	-7.637E-4
0.133	-0.696	1.072	-1.271E-3
0.167	-0.696	1.072	3.486E-4
0.200	-0.696	1.072	2.130E-3
0.233	-0.696	1.072	7.410E-2
0.267	-0.691	1.072	3.089E-2
0.300	-0.694	1.061	-5.194E-2
0.333	-0.694	1.042	-3.097E-2
0.367	-0.696	1.010	5.657E-2
0.400	-0.691	0.968	0.109
0.433	-0.689	0.914	-2.562E-4
0.467	-0.691	0.872	-8.610E-2
0.500	-0.694	0.821	-6.820E-2
0.533	-0.695	0.766	-2.441E-2
0.567	-0.696	0.704	-1.196E-2
0.600	-0.696	0.625	3.216E-2
0.633	-0.694	0.521	5.303E-2
0.667	-0.693	0.424	-3.138E-2
0.700	-0.696	0.346	5.861E-2
0.733	-0.689	0.245	7.784E-2
0.767	-0.691	0.147	1.480E-4
0.800	-0.689	5.885E-2	1.954E-2
0.833	-0.689	3.965E-2	-0.140
0.867	-0.698	0.119	
