	mass A			
t	x	y	vx	
0.000	-0.692	1.073	
0.033	-0.693	1.074	-4.642E-2
0.067	-0.695	1.069	-4.687E-2
0.100	-0.696	1.054	-2.314E-2
0.133	-0.697	1.029	-2.242E-3
0.167	-0.696	0.992	3.178E-2
0.200	-0.695	0.944	0.123
0.233	-0.688	0.907	0.132
0.267	-0.686	0.870	8.013E-2
0.300	-0.683	0.826	0.107
0.333	-0.679	0.772	0.134
0.367	-0.674	0.717	0.182
0.400	-0.667	0.631	0.162
0.433	-0.663	0.576	0.190
0.467	-0.654	0.480	0.163
0.500	-0.652	0.407	0.157
0.533	-0.644	0.291	0.184
0.567	-0.640	0.190	0.136
0.600	-0.635	8.333E-2	3.574E-2
0.633	-0.638	3.714E-2	-9.191E-2
0.667	-0.641	0.103	-4.642E-2
0.700	-0.641	0.158	
