	mass A			
t	x	y	vx	
0.000	-0.695	1.072	
0.033	-0.695	1.072	-4.489E-3
0.067	-0.695	1.072	-3.443E-2
0.100	-0.697	1.073	-2.631E-2
0.133	-0.697	1.067	1.937E-2
0.167	-0.696	1.060	-1.573E-2
0.200	-0.698	1.031	-1.551E-2
0.233	-0.697	0.998	-1.551E-2
0.267	-0.699	0.938	-9.306E-2
0.300	-0.703	0.889	-0.162
0.333	-0.710	0.842	-0.134
0.367	-0.712	0.798	6.915E-3
0.400	-0.709	0.725	9.531E-3
0.433	-0.711	0.675	-0.124
0.467	-0.718	0.497	-0.155
0.500	-0.722	0.318	-7.755E-2
0.533	-0.723	0.219	3.102E-2
0.567	-0.720	0.125	-6.204E-2
0.600	-0.727	2.378E-2	-0.109
0.633	-0.727	6.928E-2	0.000
0.667	-0.727	0.135	-4.237E-2
0.700	-0.730	0.166	4.650E-2
0.733	-0.724	0.203	4.237E-2
0.767	-0.727	0.233	-1.558E-2
0.800	-0.725	0.242	-7.446E-3
0.833	-0.727	0.248	
