	mass A			
t	x	y	vx	
0.000	-0.697	1.072	
0.033	-0.697	1.072	-7.384E-4
0.067	-0.697	1.072	9.109E-4
0.100	-0.697	1.072	1.854E-3
0.133	-0.697	1.072	5.732E-4
0.167	-0.697	1.072	8.510E-4
0.200	-0.697	1.072	1.640E-3
0.233	-0.697	1.072	-2.422E-2
0.267	-0.699	1.073	6.329E-3
0.300	-0.697	1.068	6.881E-2
0.333	-0.694	1.060	2.582E-2
0.367	-0.695	1.036	6.208E-2
0.400	-0.690	1.001	5.831E-2
0.433	-0.691	0.953	5.544E-3
0.467	-0.690	0.903	1.953E-2
0.500	-0.690	0.850	1.591E-3
0.533	-0.690	0.803	1.790E-2
0.567	-0.689	0.741	4.880E-2
0.600	-0.686	0.660	6.453E-2
0.633	-0.684	0.574	5.649E-2
0.667	-0.683	0.512	8.429E-2
0.700	-0.679	0.419	8.249E-2
0.733	-0.677	0.327	7.760E-2
0.767	-0.674	0.148	2.237E-2
0.800	-0.676	6.829E-2	-3.104E-2
0.833	-0.676	0.132	
