	mass A			
t	x	y	vx	
0.000	-0.700	1.078	
0.033	-0.700	1.078	1.693E-3
0.067	-0.700	1.078	1.820E-3
0.100	-0.700	1.078	1.575E-4
0.133	-0.700	1.078	2.240E-4
0.167	-0.700	1.078	-2.383E-4
0.200	-0.700	1.078	-4.197E-4
0.233	-0.700	1.078	-3.885E-4
0.267	-0.700	1.078	6.982E-2
0.300	-0.695	1.078	1.438E-2
0.333	-0.699	1.066	-6.513E-2
0.367	-0.700	1.047	-1.560E-2
0.400	-0.700	1.018	-5.991E-3
0.433	-0.700	0.980	0.000
0.467	-0.700	0.930	-2.593E-2
0.500	-0.702	0.884	-4.561E-2
0.533	-0.703	0.830	-4.952E-2
0.567	-0.705	0.769	-1.680E-2
0.600	-0.704	0.694	-3.164E-3
0.633	-0.705	0.627	-3.601E-2
0.667	-0.707	0.541	-6.656E-2
0.700	-0.710	0.458	-8.137E-2
0.733	-0.712	0.373	-1.252E-2
0.767	-0.711	0.267	-0.101
0.800	-0.719	6.345E-2	-6.073E-2
0.833	-0.715	0.106	
