	mass A			
t	x	y	vx	
0.000	-0.695	1.072	
0.033	-0.695	1.072	-9.190E-4
0.067	-0.695	1.072	-1.484E-4
0.100	-0.695	1.072	3.428E-4
0.133	-0.695	1.072	-3.620E-2
0.167	-0.698	1.073	-1.204E-2
0.200	-0.696	1.066	5.104E-2
0.233	-0.694	1.052	1.448E-2
0.267	-0.695	1.026	1.389E-2
0.300	-0.694	0.985	7.408E-2
0.333	-0.690	0.933	9.819E-2
0.367	-0.687	0.891	7.295E-2
0.400	-0.685	0.846	4.088E-2
0.433	-0.684	0.803	5.005E-2
0.467	-0.682	0.746	6.752E-2
0.500	-0.680	0.682	5.503E-2
0.533	-0.678	0.613	5.624E-2
0.567	-0.676	0.522	0.107
0.600	-0.671	0.421	7.455E-2
0.633	-0.671	0.332	8.999E-2
0.667	-0.665	0.257	6.539E-2
0.700	-0.667	0.142	6.279E-2
0.733	-0.661	3.056E-2	6.944E-2
0.767	-0.662	7.407E-2	6.944E-2
0.800	-0.656	0.131	0.139
0.833	-0.653	0.181	
