	mass A			
t	x	y	vx	
0.000	-0.697	1.072	
0.033	-0.697	1.072	-1.671E-3
0.067	-0.697	1.072	-4.337E-3
0.100	-0.697	1.072	-1.581E-3
0.133	-0.697	1.072	3.128E-3
0.167	-0.697	1.072	1.253E-3
0.200	-0.697	1.072	1.296E-4
0.233	-0.697	1.072	5.980E-2
0.267	-0.693	1.072	4.832E-2
0.300	-0.694	1.068	-2.871E-2
0.333	-0.695	1.049	-1.549E-2
0.367	-0.695	1.019	1.880E-3
0.400	-0.695	0.977	-3.097E-2
0.433	-0.697	0.874	-8.153E-2
0.467	-0.700	0.852	-1.549E-2
0.500	-0.698	0.770	1.380E-3
0.533	-0.700	0.719	-4.180E-2
0.567	-0.701	0.639	1.023E-2
0.600	-0.699	0.565	3.643E-2
0.633	-0.698	0.490	2.299E-2
0.667	-0.698	0.417	2.058E-2
0.700	-0.697	0.312	5.624E-2
0.733	-0.694	0.190	2.750E-4
0.767	-0.697	0.113	-4.029E-2
0.800	-0.697	4.543E-2	-4.646E-2
0.833	-0.700	0.107	
