	mass A			
t	x	y	vx	
0.000	-0.695	1.074	
0.033	-0.695	1.074	1.458E-3
0.067	-0.695	1.074	8.974E-4
0.100	-0.695	1.074	-2.911E-3
0.133	-0.695	1.074	5.354E-2
0.167	-0.691	1.074	-2.015E-2
0.200	-0.697	1.063	-9.677E-2
0.233	-0.698	1.051	-6.243E-3
0.267	-0.697	1.021	-2.784E-2
0.300	-0.700	0.978	-6.037E-2
0.333	-0.701	0.921	-1.904E-2
0.367	-0.701	0.876	2.948E-4
0.400	-0.701	0.824	-7.892E-3
0.433	-0.702	0.779	-2.513E-2
0.467	-0.703	0.718	-4.281E-2
0.500	-0.704	0.630	-6.960E-2
0.533	-0.707	0.545	2.798E-2
0.567	-0.703	0.474	2.032E-3
0.600	-0.707	0.407	6.991E-3
0.633	-0.702	0.318	4.141E-2
0.667	-0.704	0.212	-3.483E-2
0.700	-0.704	0.108	1.392E-2
0.733	-0.703	5.104E-2	-0.181
0.767	-0.716	0.134	-0.167
0.800	-0.715	0.180	
