	mass A			
t	x	y	vx	
0.000	-0.701	1.077	
0.033	-0.695	1.077	6.222E-2
0.067	-0.697	1.069	-4.999E-2
0.100	-0.699	1.049	0.000
0.133	-0.697	1.015	5.665E-2
0.167	-0.695	0.969	0.100
0.200	-0.690	0.915	0.117
0.233	-0.687	0.876	0.117
0.267	-0.682	0.831	9.863E-2
0.300	-0.680	0.778	5.106E-2
0.333	-0.679	0.717	9.559E-2
0.367	-0.674	0.641	0.144
0.400	-0.669	0.563	0.119
0.433	-0.666	0.483	6.544E-2
0.467	-0.665	0.399	0.147
0.500	-0.656	0.302	0.145
0.533	-0.655	0.216	0.107
0.567	-0.649	0.122	0.140
0.600	-0.646	2.800E-2	9.333E-2
0.633	-0.643	8.400E-2	9.333E-2
0.667	-0.640	0.135	6.160E-2
0.700	-0.639	0.166	
