	mass A			
t	x	y	vx	
0.000	-0.695	1.070	
0.033	-0.695	1.070	-1.735E-3
0.067	-0.695	1.070	-6.265E-4
0.100	-0.695	1.070	-1.428E-4
0.133	-0.696	1.070	-5.780E-4
0.167	-0.696	1.071	8.458E-2
0.200	-0.690	1.070	-3.914E-2
0.233	-0.698	1.062	-0.124
0.267	-0.698	1.037	-2.770E-2
0.300	-0.700	1.007	4.156E-2
0.333	-0.695	0.959	7.856E-2
0.367	-0.695	0.894	-3.895E-2
0.400	-0.698	0.842	-7.776E-2
0.433	-0.700	0.781	-2.265E-2
0.467	-0.699	0.714	1.401E-2
0.500	-0.699	0.642	7.143E-2
0.533	-0.695	0.562	8.995E-3
0.567	-0.698	0.481	-3.293E-2
0.600	-0.697	0.412	4.546E-2
0.633	-0.695	0.301	3.695E-2
0.667	-0.694	0.212	1.385E-2
0.700	-0.694	0.115	6.926E-2
0.733	-0.690	4.248E-2	9.696E-2
0.767	-0.688	9.327E-2	0.125
0.800	-0.682	0.147	0.270
0.833	-0.670	0.185	
