	mass A			
t	x	y	vx	
0.000	-0.694	1.066	
0.033	-0.694	1.066	-1.145E-3
0.067	-0.694	1.066	9.665E-5
0.100	-0.694	1.066	3.741E-5
0.133	-0.694	1.066	-7.554E-4
0.167	-0.694	1.066	-1.963E-3
0.200	-0.694	1.066	-2.611E-2
0.233	-0.696	1.067	-4.580E-3
0.267	-0.695	1.062	2.783E-2
0.300	-0.694	1.055	7.677E-3
0.333	-0.694	1.032	4.154E-2
0.367	-0.691	0.949	1.382E-2
0.400	-0.693	0.902	-2.986E-2
0.433	-0.693	0.858	-1.269E-2
0.467	-0.694	0.805	2.165E-3
0.500	-0.693	0.738	1.416E-2
0.533	-0.693	0.673	4.239E-3
0.567	-0.693	0.598	2.007E-2
0.600	-0.692	0.534	1.102E-2
0.633	-0.692	0.446	-1.504E-4
0.667	-0.692	0.365	5.341E-2
0.700	-0.689	0.254	8.939E-2
0.733	-0.686	0.151	6.981E-2
0.767	-0.684	5.908E-2	2.769E-2
0.800	-0.684	0.108	-1.385E-2
0.833	-0.685	0.162	
